city_town,count,hostpialized,deaths,fully_vaccinated,date
South Kingstown,43,,,,2020-04-18
Tiverton,29,,,,2020-04-18
Warren,9,,,,2020-04-18
Warwick,161,,,,2020-04-18
West Greenwich,9,,,,2020-04-18
West Warwick,59,,,,2020-04-18
Westerly,26,,,,2020-04-18
Woonsocket,124,,,,2020-04-18
Barrington,26,,,,2020-04-19
Bristol,28,,,,2020-04-19
Burrillville,36,,,,2020-04-19
Central Falls,147,,,,2020-04-19
Charlestown,6,,,,2020-04-19
Coventry,70,,,,2020-04-19
Cranston,294,,,,2020-04-19
Cumberland,123,,,,2020-04-19
East Greenwich,20,,,,2020-04-19
East Providence,231,,,,2020-04-19
Exeter,11,,,,2020-04-19
Foster,8,,,,2020-04-19
Glocester,8,,,,2020-04-19
Hopkinton,5,,,,2020-04-19
Jamestown,6,,,,2020-04-19
Johnston,83,,,,2020-04-19
Lincoln,42,,,,2020-04-19
Little Compton,9,,,,2020-04-19
Middletown,18,,,,2020-04-19
Narragansett,18,,,,2020-04-19
New Shoreham,0,,,,2020-04-19
Newport,23,,,,2020-04-19
North Kingstown,72,,,,2020-04-19
North Providence,286,,,,2020-04-19
North Smithfield,14,,,,2020-04-19
Pawtucket,445,,,,2020-04-19
Portsmouth,19,,,,2020-04-19
Providence,1317,,,,2020-04-19
Richmond,6,,,,2020-04-19
Scituate,15,,,,2020-04-19
Smithfield,90,,,,2020-04-19
South Kingstown,44,,,,2020-04-19
Tiverton,30,,,,2020-04-19
Warren,11,,,,2020-04-19
Warwick,177,,,,2020-04-19
West Greenwich,9,,,,2020-04-19
West Warwick,65,,,,2020-04-19
Westerly,26,,,,2020-04-19
Woonsocket,153,,,,2020-04-19
Barrington,25,,,,2020-04-20
Bristol,31,,,,2020-04-20
Burrillville,42,,,,2020-04-20
Central Falls,169,,,,2020-04-20
Charlestown,7,,,,2020-04-20
Coventry,75,,,,2020-04-20
Cranston,309,,,,2020-04-20
Cumberland,125,,,,2020-04-20
East Greenwich,22,,,,2020-04-20
East Providence,246,,,,2020-04-20
Exeter,11,,,,2020-04-20
Foster,8,,,,2020-04-20
Glocester,8,,,,2020-04-20
Hopkinton,5,,,,2020-04-20
Jamestown,6,,,,2020-04-20
Johnston,85,,,,2020-04-20
Lincoln,44,,,,2020-04-20
Little Compton,9,,,,2020-04-20
Middletown,19,,,,2020-04-20
Narragansett,18,,,,2020-04-20
New Shoreham,0,,,,2020-04-20
Newport,23,,,,2020-04-20
North Kingstown,75,,,,2020-04-20
North Providence,301,,,,2020-04-20
North Smithfield,22,,,,2020-04-20
Pawtucket,464,,,,2020-04-20
Portsmouth,19,,,,2020-04-20
Providence,1399,,,,2020-04-20
Richmond,6,,,,2020-04-20
Scituate,15,,,,2020-04-20
Smithfield,96,,,,2020-04-20
South Kingstown,46,,,,2020-04-20
Tiverton,31,,,,2020-04-20
Warren,11,,,,2020-04-20
Warwick,187,,,,2020-04-20
West Greenwich,9,,,,2020-04-20
West Warwick,73,,,,2020-04-20
Westerly,30,,,,2020-04-20
Woonsocket,158,,,,2020-04-20
Barrington,24,,,,2020-04-21
Bristol,32,,,,2020-04-21
Burrillville,43,,,,2020-04-21
Central Falls,183,,,,2020-04-21
Charlestown,7,,,,2020-04-21
Coventry,81,,,,2020-04-21
Cranston,331,,,,2020-04-21
Cumberland,129,,,,2020-04-21
East Greenwich,24,,,,2020-04-21
East Providence,251,,,,2020-04-21
Exeter,12,,,,2020-04-21
Foster,9,,,,2020-04-21
Glocester,10,,,,2020-04-21
Hopkinton,5,,,,2020-04-21
Jamestown,7,,,,2020-04-21
Johnston,93,,,,2020-04-21
Lincoln,45,,,,2020-04-21
Little Compton,9,,,,2020-04-21
Middletown,20,,,,2020-04-21
Narragansett,20,,,,2020-04-21
New Shoreham,0,,,,2020-04-21
Newport,23,,,,2020-04-21
North Kingstown,81,,,,2020-04-21
North Providence,314,,,,2020-04-21
North Smithfield,23,,,,2020-04-21
Pawtucket,496,,,,2020-04-21
Portsmouth,19,,,,2020-04-21
Providence,1524,,,,2020-04-21
Richmond,6,,,,2020-04-21
Scituate,16,,,,2020-04-21
Smithfield,99,,,,2020-04-21
South Kingstown,48,,,,2020-04-21
Tiverton,32,,,,2020-04-21
Warren,12,,,,2020-04-21
Warwick,195,,,,2020-04-21
West Greenwich,9,,,,2020-04-21
West Warwick,77,,,,2020-04-21
Westerly,30,,,,2020-04-21
Woonsocket,161,,,,2020-04-21
Barrington,26,,,,2020-04-22
Bristol,45,,,,2020-04-22
Burrillville,45,,,,2020-04-22
Central Falls,209,,,,2020-04-22
Charlestown,7,,,,2020-04-22
Coventry,90,,,,2020-04-22
Cranston,369,,,,2020-04-22
Cumberland,140,,,,2020-04-22
East Greenwich,25,,,,2020-04-22
East Providence,272,,,,2020-04-22
Exeter,13,,,,2020-04-22
Foster,8,,,,2020-04-22
Glocester,10,,,,2020-04-22
Hopkinton,5,,,,2020-04-22
Jamestown,7,,,,2020-04-22
Johnston,106,,,,2020-04-22
Lincoln,51,,,,2020-04-22
Little Compton,9,,,,2020-04-22
Middletown,21,,,,2020-04-22
Narragansett,21,,,,2020-04-22
New Shoreham,0,,,,2020-04-22
Newport,25,,,,2020-04-22
North Kingstown,88,,,,2020-04-22
North Providence,337,,,,2020-04-22
North Smithfield,24,,,,2020-04-22
Pawtucket,540,,,,2020-04-22
Pending further information,671,,,,2020-04-22
Portsmouth,20,,,,2020-04-22
Providence,1658,,,,2020-04-22
Richmond,6,,,,2020-04-22
Scituate,21,,,,2020-04-22
Smithfield,102,,,,2020-04-22
South Kingstown,49,,,,2020-04-22
TOTAL,5569,,,,2020-04-22
Tiverton,32,,,,2020-04-22
Warren,17,,,,2020-04-22
Warwick,210,,,,2020-04-22
West Greenwich,9,,,,2020-04-22
West Warwick,78,,,,2020-04-22
Westerly,30,,,,2020-04-22
Woonsocket,172,,,,2020-04-22
Barrington,26,,,,2020-04-23
Bristol,47,,,,2020-04-23
Burrillville,45,,,,2020-04-23
Central Falls,239,,,,2020-04-23
Charlestown,7,,,,2020-04-23
Coventry,88,,,,2020-04-23
Cranston,386,,,,2020-04-23
Cumberland,145,,,,2020-04-23
East Greenwich,28,,,,2020-04-23
East Providence,281,,,,2020-04-23
Exeter,13,,,,2020-04-23
Foster,8,,,,2020-04-23
Glocester,12,,,,2020-04-23
Hopkinton,6,,,,2020-04-23
Jamestown,7,,,,2020-04-23
Johnston,111,,,,2020-04-23
Lincoln,54,,,,2020-04-23
Little Compton,9,,,,2020-04-23
Middletown,21,,,,2020-04-23
Narragansett,23,,,,2020-04-23
New Shoreham,0,,,,2020-04-23
Newport,27,,,,2020-04-23
North Kingstown,109,,,,2020-04-23
North Providence,345,,,,2020-04-23
North Smithfield,25,,,,2020-04-23
Pawtucket,570,,,,2020-04-23
Pending further information,626,,,,2020-04-23
Portsmouth,21,,,,2020-04-23
Providence,1817,,,,2020-04-23
Richmond,8,,,,2020-04-23
Scituate,20,,,,2020-04-23
Smithfield,115,,,,2020-04-23
South Kingstown,59,,,,2020-04-23
TOTAL,5877,,,,2020-04-23
Tiverton,32,,,,2020-04-23
Warren,22,,,,2020-04-23
Warwick,218,,,,2020-04-23
West Greenwich,9,,,,2020-04-23
West Warwick,89,,,,2020-04-23
Westerly,31,,,,2020-04-23
Woonsocket,177,,,,2020-04-23
Barrington,26,,,,2020-04-24
Bristol,49,,,,2020-04-24
Burrillville,48,,,,2020-04-24
Central Falls,265,,,,2020-04-24
Charlestown,7,,,,2020-04-24
Coventry,95,,,,2020-04-24
Cranston,408,,,,2020-04-24
Cumberland,147,,,,2020-04-24
East Greenwich,31,,,,2020-04-24
East Providence,291,,,,2020-04-24
Exeter,13,,,,2020-04-24
Foster,8,,,,2020-04-24
Glocester,12,,,,2020-04-24
Hopkinton,7,,,,2020-04-24
Jamestown,7,,,,2020-04-24
Johnston,116,,,,2020-04-24
Lincoln,57,,,,2020-04-24
Little Compton,10,,,,2020-04-24
Middletown,21,,,,2020-04-24
Narragansett,25,,,,2020-04-24
New Shoreham,0,,,,2020-04-24
Newport,29,,,,2020-04-24
North Kingstown,116,,,,2020-04-24
North Providence,358,,,,2020-04-24
North Smithfield,26,,,,2020-04-24
Pawtucket,600,,,,2020-04-24
Pending further information,739,,,,2020-04-24
Portsmouth,22,,,,2020-04-24
Providence,1937,,,,2020-04-24
Richmond,10,,,,2020-04-24
Scituate,20,,,,2020-04-24
Smithfield,119,,,,2020-04-24
South Kingstown,62,,,,2020-04-24
TOTAL,6307,,,,2020-04-24
Tiverton,35,,,,2020-04-24
Warren,27,,,,2020-04-24
Warwick,234,,,,2020-04-24
West Greenwich,11,,,,2020-04-24
West Warwick,95,,,,2020-04-24
Westerly,32,,,,2020-04-24
Woonsocket,191,,,,2020-04-24
Barrington,27,,,,2020-04-25
Bristol,53,,,,2020-04-25
Burrillville,52,,,,2020-04-25
Central Falls,291,,,,2020-04-25
Charlestown,7,,,,2020-04-25
Coventry,95,,,,2020-04-25
Cranston,416,,,,2020-04-25
Cumberland,155,,,,2020-04-25
East Greenwich,33,,,,2020-04-25
East Providence,301,,,,2020-04-25
Exeter,15,,,,2020-04-25
Foster,9,,,,2020-04-25
Glocester,13,,,,2020-04-25
Hopkinton,7,,,,2020-04-25
Jamestown,7,,,,2020-04-25
Johnston,120,,,,2020-04-25
Lincoln,70,,,,2020-04-25
Little Compton,10,,,,2020-04-25
Middletown,22,,,,2020-04-25
Narragansett,25,,,,2020-04-25
New Shoreham,0,,,,2020-04-25
Newport,31,,,,2020-04-25
North Kingstown,120,,,,2020-04-25
North Providence,377,,,,2020-04-25
North Smithfield,25,,,,2020-04-25
Pawtucket,643,,,,2020-04-25
Pending further information,734,,,,2020-04-25
Portsmouth,22,,,,2020-04-25
Providence,2085,,,,2020-04-25
Richmond,11,,,,2020-04-25
Scituate,21,,,,2020-04-25
Smithfield,126,,,,2020-04-25
South Kingstown,63,,,,2020-04-25
TOTAL,6666,,,,2020-04-25
Tiverton,38,,,,2020-04-25
Warren,27,,,,2020-04-25
Warwick,259,,,,2020-04-25
West Greenwich,12,,,,2020-04-25
West Warwick,97,,,,2020-04-25
Westerly,34,,,,2020-04-25
Woonsocket,212,,,,2020-04-25
Barrington,29,,,,2020-04-26
Bristol,53,,,,2020-04-26
Burrillville,55,,,,2020-04-26
Central Falls,322,,,,2020-04-26
Charlestown,7,,,,2020-04-26
Coventry,95,,,,2020-04-26
Cranston,429,,,,2020-04-26
Cumberland,166,,,,2020-04-26
East Greenwich,34,,,,2020-04-26
East Providence,316,,,,2020-04-26
Exeter,15,,,,2020-04-26
Foster,9,,,,2020-04-26
Glocester,13,,,,2020-04-26
Hopkinton,8,,,,2020-04-26
Jamestown,7,,,,2020-04-26
Johnston,124,,,,2020-04-26
Lincoln,72,,,,2020-04-26
Little Compton,10,,,,2020-04-26
Middletown,23,,,,2020-04-26
Narragansett,25,,,,2020-04-26
New Shoreham,0,,,,2020-04-26
Newport,31,,,,2020-04-26
North Kingstown,121,,,,2020-04-26
North Providence,394,,,,2020-04-26
North Smithfield,29,,,,2020-04-26
Pawtucket,683,,,,2020-04-26
Pending further information,670,,,,2020-04-26
Portsmouth,22,,,,2020-04-26
Providence,2256,,,,2020-04-26
Richmond,13,,,,2020-04-26
Scituate,22,,,,2020-04-26
Smithfield,142,,,,2020-04-26
South Kingstown,67,,,,2020-04-26
TOTAL,7001,,,,2020-04-26
Tiverton,42,,,,2020-04-26
Warren,29,,,,2020-04-26
Warwick,274,,,,2020-04-26
West Greenwich,12,,,,2020-04-26
West Warwick,111,,,,2020-04-26
Westerly,36,,,,2020-04-26
Woonsocket,234,,,,2020-04-26
Barrington,30,,,,2020-04-27
Bristol,54,,,,2020-04-27
Burrillville,56,,,,2020-04-27
Central Falls,338,,,,2020-04-27
Charlestown,7,,,,2020-04-27
Coventry,97,,,,2020-04-27
Cranston,437,,,,2020-04-27
Cumberland,169,,,,2020-04-27
East Greenwich,37,,,,2020-04-27
East Providence,318,,,,2020-04-27
Exeter,16,,,,2020-04-27
Foster,10,,,,2020-04-27
Glocester,17,,,,2020-04-27
Hopkinton,8,,,,2020-04-27
Jamestown,7,,,,2020-04-27
Johnston,125,,,,2020-04-27
Lincoln,74,,,,2020-04-27
Little Compton,10,,,,2020-04-27
Middletown,25,,,,2020-04-27
Narragansett,29,,,,2020-04-27
New Shoreham,0,,,,2020-04-27
Newport,31,,,,2020-04-27
North Kingstown,124,,,,2020-04-27
North Providence,402,,,,2020-04-27
North Smithfield,31,,,,2020-04-27
Pawtucket,708,,,,2020-04-27
Pending further information,780,,,,2020-04-27
Portsmouth,22,,,,2020-04-27
Providence,2318,,,,2020-04-27
Richmond,13,,,,2020-04-27
Scituate,22,,,,2020-04-27
Smithfield,146,,,,2020-04-27
South Kingstown,68,,,,2020-04-27
TOTAL,7329,,,,2020-04-27
Tiverton,43,,,,2020-04-27
Warren,31,,,,2020-04-27
Warwick,301,,,,2020-04-27
West Greenwich,13,,,,2020-04-27
West Warwick,117,,,,2020-04-27
Westerly,38,,,,2020-04-27
Woonsocket,256,,,,2020-04-27
Barrington,29,,,,2020-04-28
Bristol,54,,,,2020-04-28
Burrillville,62,,,,2020-04-28
Central Falls,349,,,,2020-04-28
Charlestown,9,,,,2020-04-28
Coventry,98,,,,2020-04-28
Cranston,446,,,,2020-04-28
Cumberland,170,,,,2020-04-28
East Greenwich,38,,,,2020-04-28
East Providence,323,,,,2020-04-28
Exeter,17,,,,2020-04-28
Foster,10,,,,2020-04-28
Glocester,17,,,,2020-04-28
Hopkinton,8,,,,2020-04-28
Jamestown,7,,,,2020-04-28
Johnston,126,,,,2020-04-28
Lincoln,76,,,,2020-04-28
Little Compton,10,,,,2020-04-28
Middletown,25,,,,2020-04-28
Narragansett,29,,,,2020-04-28
New Shoreham,0,,,,2020-04-28
Newport,31,,,,2020-04-28
North Kingstown,130,,,,2020-04-28
North Providence,409,,,,2020-04-28
North Smithfield,32,,,,2020-04-28
Pawtucket,721,,,,2020-04-28
Pending further information,778,,,,2020-04-28
Portsmouth,22,,,,2020-04-28
Providence,2348,,,,2020-04-28
Richmond,13,,,,2020-04-28
Scituate,22,,,,2020-04-28
Smithfield,147,,,,2020-04-28
South Kingstown,68,,,,2020-04-28
TOTAL,7438,,,,2020-04-28
Tiverton,43,,,,2020-04-28
Warren,31,,,,2020-04-28
Warwick,305,,,,2020-04-28
West Greenwich,14,,,,2020-04-28
West Warwick,119,,,,2020-04-28
Westerly,39,,,,2020-04-28
Woonsocket,262,,,,2020-04-28
Barrington,32,,,,2020-04-29
Bristol,81,,,,2020-04-29
Burrillville,65,,,,2020-04-29
Central Falls,392,,,,2020-04-29
Charlestown,10,,,,2020-04-29
Coventry,104,,,,2020-04-29
Cranston,481,,,,2020-04-29
Cumberland,182,,,,2020-04-29
East Greenwich,39,,,,2020-04-29
East Providence,339,,,,2020-04-29
Exeter,20,,,,2020-04-29
Foster,10,,,,2020-04-29
Glocester,18,,,,2020-04-29
Hopkinton,10,,,,2020-04-29
Jamestown,8,,,,2020-04-29
Johnston,134,,,,2020-04-29
Lincoln,85,,,,2020-04-29
Little Compton,10,,,,2020-04-29
Middletown,27,,,,2020-04-29
Narragansett,30,,,,2020-04-29
New Shoreham,0,,,,2020-04-29
Newport,35,,,,2020-04-29
North Kingstown,131,,,,2020-04-29
North Providence,442,,,,2020-04-29
North Smithfield,35,,,,2020-04-29
Pawtucket,785,,,,2020-04-29
Pending further information,837,,,,2020-04-29
Portsmouth,23,,,,2020-04-29
Providence,2538,,,,2020-04-29
Richmond,14,,,,2020-04-29
Scituate,22,,,,2020-04-29
Smithfield,157,,,,2020-04-29
South Kingstown,67,,,,2020-04-29
TOTAL,8020,,,,2020-04-29
Tiverton,45,,,,2020-04-29
Warren,32,,,,2020-04-29
Warwick,316,,,,2020-04-29
West Greenwich,15,,,,2020-04-29
West Warwick,124,,,,2020-04-29
Westerly,42,,,,2020-04-29
Woonsocket,282,,,,2020-04-29
Barrington,32,,,,2020-04-30
Bristol,79,,,,2020-04-30
Burrillville,67,,,,2020-04-30
Central Falls,429,,,,2020-04-30
Charlestown,10,,,,2020-04-30
Coventry,106,,,,2020-04-30
Cranston,511,,,,2020-04-30
Cumberland,188,,,,2020-04-30
East Greenwich,43,,,,2020-04-30
East Providence,350,,,,2020-04-30
Exeter,22,,,,2020-04-30
Foster,10,,,,2020-04-30
Glocester,18,,,,2020-04-30
Hopkinton,10,,,,2020-04-30
Jamestown,8,,,,2020-04-30
Johnston,143,,,,2020-04-30
Lincoln,90,,,,2020-04-30
Little Compton,10,,,,2020-04-30
Middletown,27,,,,2020-04-30
Narragansett,31,,,,2020-04-30
New Shoreham,0,,,,2020-04-30
Newport,35,,,,2020-04-30
North Kingstown,134,,,,2020-04-30
North Providence,463,,,,2020-04-30
North Smithfield,35,,,,2020-04-30
Pawtucket,826,,,,2020-04-30
Pending further information,808,,,,2020-04-30
Portsmouth,23,,,,2020-04-30
Providence,2682,,,,2020-04-30
Richmond,15,,,,2020-04-30
Scituate,23,,,,2020-04-30
Smithfield,160,,,,2020-04-30
South Kingstown,66,,,,2020-04-30
TOTAL,8343,,,,2020-04-30
Tiverton,46,,,,2020-04-30
Warren,32,,,,2020-04-30
Warwick,327,,,,2020-04-30
West Greenwich,16,,,,2020-04-30
West Warwick,130,,,,2020-04-30
Westerly,42,,,,2020-04-30
Woonsocket,295,,,,2020-04-30
Barrington,32,,,,2020-05-01
Bristol,74,,,,2020-05-01
Burrillville,71,,,,2020-05-01
Central Falls,449,,,,2020-05-01
Charlestown,14,,,,2020-05-01
Coventry,106,,,,2020-05-01
Cranston,522,,,,2020-05-01
Cumberland,190,,,,2020-05-01
East Greenwich,44,,,,2020-05-01
East Providence,363,,,,2020-05-01
Exeter,22,,,,2020-05-01
Foster,10,,,,2020-05-01
Glocester,19,,,,2020-05-01
Hopkinton,10,,,,2020-05-01
Jamestown,8,,,,2020-05-01
Johnston,154,,,,2020-05-01
Lincoln,93,,,,2020-05-01
Little Compton,10,,,,2020-05-01
Middletown,28,,,,2020-05-01
Narragansett,31,,,,2020-05-01
New Shoreham,0,,,,2020-05-01
Newport,37,,,,2020-05-01
North Kingstown,139,,,,2020-05-01
North Providence,477,,,,2020-05-01
North Smithfield,37,,,,2020-05-01
Pawtucket,861,,,,2020-05-01
Pending further information,897,,,,2020-05-01
Portsmouth,24,,,,2020-05-01
Providence,2840,,,,2020-05-01
Richmond,16,,,,2020-05-01
Scituate,23,,,,2020-05-01
Smithfield,166,,,,2020-05-01
South Kingstown,66,,,,2020-05-01
TOTAL,8756,,,,2020-05-01
Tiverton,48,,,,2020-05-01
Warren,36,,,,2020-05-01
Warwick,336,,,,2020-05-01
West Greenwich,16,,,,2020-05-01
West Warwick,136,,,,2020-05-01
Westerly,46,,,,2020-05-01
Woonsocket,304,,,,2020-05-01
Barrington,32,,,,2020-05-02
Bristol,74,,,,2020-05-02
Burrillville,73,,,,2020-05-02
Central Falls,469,,,,2020-05-02
Charlestown,14,,,,2020-05-02
Coventry,107,,,,2020-05-02
Cranston,537,,,,2020-05-02
Cumberland,197,,,,2020-05-02
East Greenwich,47,,,,2020-05-02
East Providence,374,,,,2020-05-02
Exeter,22,,,,2020-05-02
Foster,10,,,,2020-05-02
Glocester,19,,,,2020-05-02
Hopkinton,10,,,,2020-05-02
Jamestown,8,,,,2020-05-02
Johnston,156,,,,2020-05-02
Lincoln,93,,,,2020-05-02
Little Compton,10,,,,2020-05-02
Middletown,28,,,,2020-05-02
Narragansett,31,,,,2020-05-02
New Shoreham,0,,,,2020-05-02
Newport,38,,,,2020-05-02
North Kingstown,141,,,,2020-05-02
North Providence,484,,,,2020-05-02
North Smithfield,40,,,,2020-05-02
Pawtucket,903,,,,2020-05-02
Pending further information,982,,,,2020-05-02
Portsmouth,24,,,,2020-05-02
Providence,2958,,,,2020-05-02
Richmond,16,,,,2020-05-02
Scituate,24,,,,2020-05-02
Smithfield,169,,,,2020-05-02
South Kingstown,69,,,,2020-05-02
TOTAL,9130,,,,2020-05-02
Tiverton,48,,,,2020-05-02
Warren,38,,,,2020-05-02
Warwick,364,,,,2020-05-02
West Greenwich,15,,,,2020-05-02
West Warwick,142,,,,2020-05-02
Westerly,47,,,,2020-05-02
Woonsocket,316,,,,2020-05-02
Barrington,32,,,,2020-05-03
Bristol,81,,,,2020-05-03
Burrillville,73,,,,2020-05-03
Central Falls,487,,,,2020-05-03
Charlestown,15,,,,2020-05-03
Coventry,108,,,,2020-05-03
Cranston,552,,,,2020-05-03
Cumberland,201,,,,2020-05-03
East Greenwich,47,,,,2020-05-03
East Providence,393,,,,2020-05-03
Exeter,22,,,,2020-05-03
Foster,10,,,,2020-05-03
Glocester,19,,,,2020-05-03
Hopkinton,11,,,,2020-05-03
Jamestown,8,,,,2020-05-03
Johnston,161,,,,2020-05-03
Lincoln,95,,,,2020-05-03
Little Compton,10,,,,2020-05-03
Middletown,29,,,,2020-05-03
Narragansett,31,,,,2020-05-03
New Shoreham,0,,,,2020-05-03
Newport,39,,,,2020-05-03
North Kingstown,143,,,,2020-05-03
North Providence,492,,,,2020-05-03
North Smithfield,43,,,,2020-05-03
Pawtucket,928,,,,2020-05-03
Pending further information,1023,,,,2020-05-03
Portsmouth,24,,,,2020-05-03
Providence,3051,,,,2020-05-03
Richmond,16,,,,2020-05-03
Scituate,24,,,,2020-05-03
Smithfield,173,,,,2020-05-03
South Kingstown,71,,,,2020-05-03
TOTAL,9415,,,,2020-05-03
Tiverton,48,,,,2020-05-03
Warren,39,,,,2020-05-03
Warwick,381,,,,2020-05-03
West Greenwich,16,,,,2020-05-03
West Warwick,145,,,,2020-05-03
Westerly,47,,,,2020-05-03
Woonsocket,326,,,,2020-05-03
Barrington,33,,,,2020-05-04
Bristol,82,,,,2020-05-04
Burrillville,73,,,,2020-05-04
Central Falls,503,,,,2020-05-04
Charlestown,15,,,,2020-05-04
Coventry,109,,,,2020-05-04
Cranston,564,,,,2020-05-04
Cumberland,201,,,,2020-05-04
East Greenwich,47,,,,2020-05-04
East Providence,398,,,,2020-05-04
Exeter,23,,,,2020-05-04
Foster,10,,,,2020-05-04
Glocester,19,,,,2020-05-04
Hopkinton,12,,,,2020-05-04
Jamestown,8,,,,2020-05-04
Johnston,162,,,,2020-05-04
Lincoln,99,,,,2020-05-04
Little Compton,10,,,,2020-05-04
Middletown,30,,,,2020-05-04
Narragansett,31,,,,2020-05-04
New Shoreham,0,,,,2020-05-04
Newport,40,,,,2020-05-04
North Kingstown,147,,,,2020-05-04
North Providence,496,,,,2020-05-04
North Smithfield,43,,,,2020-05-04
Pawtucket,946,,,,2020-05-04
Pending further information,1079,,,,2020-05-04
Portsmouth,24,,,,2020-05-04
Providence,3096,,,,2020-05-04
Richmond,17,,,,2020-05-04
Scituate,24,,,,2020-05-04
Smithfield,173,,,,2020-05-04
South Kingstown,71,,,,2020-05-04
TOTAL,9599,,,,2020-05-04
Tiverton,49,,,,2020-05-04
Warren,39,,,,2020-05-04
Warwick,384,,,,2020-05-04
West Greenwich,16,,,,2020-05-04
West Warwick,147,,,,2020-05-04
Westerly,47,,,,2020-05-04
Woonsocket,331,,,,2020-05-04
Barrington,33,,,,2020-05-11
Bristol,91,,,,2020-05-11
Burrillville,77,,,,2020-05-11
Central Falls,615,,,,2020-05-11
Charlestown,15,,,,2020-05-11
Coventry,134,,,,2020-05-11
Cranston,662,,,,2020-05-11
Cumberland,231,,,,2020-05-11
East Greenwich,60,,,,2020-05-11
East Providence,555,,,,2020-05-11
Exeter,33,,,,2020-05-11
Foster,12,,,,2020-05-11
Glocester,28,,,,2020-05-11
Hopkinton,10,,,,2020-05-11
Jamestown,8,,,,2020-05-11
Johnston,212,,,,2020-05-11
Lincoln,122,,,,2020-05-11
Little Compton,12,,,,2020-05-11
Middletown,32,,,,2020-05-11
Narragansett,35,,,,2020-05-11
New Shoreham,0,,,,2020-05-11
Newport,46,,,,2020-05-11
North Kingstown,172,,,,2020-05-11
North Providence,587,,,,2020-05-11
North Smithfield,69,,,,2020-05-11
Pawtucket,1114,,,,2020-05-11
Pending further information,"1,037",,,,2020-05-11
Portsmouth,27,,,,2020-05-11
Providence,3719,,,,2020-05-11
Richmond,17,,,,2020-05-11
Scituate,28,,,,2020-05-11
Smithfield,216,,,,2020-05-11
South Kingstown,78,,,,2020-05-11
TOTAL,"11,330",,,,2020-05-11
Tiverton,57,,,,2020-05-11
Warren,47,,,,2020-05-11
Warwick,446,,,,2020-05-11
West Greenwich,20,,,,2020-05-11
West Warwick,199,,,,2020-05-11
Westerly,46,,,,2020-05-11
Woonsocket,427,,,,2020-05-11
Barrington,34,,,,2020-05-12
Bristol,92,,,,2020-05-12
Burrillville,77,,,,2020-05-12
Central Falls,630,,,,2020-05-12
Charlestown,15,,,,2020-05-12
Coventry,132,,,,2020-05-12
Cranston,658,,,,2020-05-12
Cumberland,230,,,,2020-05-12
East Greenwich,58,,,,2020-05-12
East Providence,569,,,,2020-05-12
Exeter,33,,,,2020-05-12
Foster,12,,,,2020-05-12
Glocester,28,,,,2020-05-12
Hopkinton,11,,,,2020-05-12
Jamestown,8,,,,2020-05-12
Johnston,221,,,,2020-05-12
Lincoln,124,,,,2020-05-12
Little Compton,12,,,,2020-05-12
Middletown,32,,,,2020-05-12
Narragansett,35,,,,2020-05-12
New Shoreham,0,,,,2020-05-12
Newport,47,,,,2020-05-12
North Kingstown,172,,,,2020-05-12
North Providence,595,,,,2020-05-12
North Smithfield,69,,,,2020-05-12
Pawtucket,1133,,,,2020-05-12
Pending further information,"1,008",,,,2020-05-12
Portsmouth,27,,,,2020-05-12
Providence,3770,,,,2020-05-12
Richmond,17,,,,2020-05-12
Scituate,27,,,,2020-05-12
Smithfield,221,,,,2020-05-12
South Kingstown,82,,,,2020-05-12
TOTAL,"11,425",,,,2020-05-12
Tiverton,59,,,,2020-05-12
Warren,46,,,,2020-05-12
Warwick,440,,,,2020-05-12
West Greenwich,20,,,,2020-05-12
West Warwick,200,,,,2020-05-12
Westerly,46,,,,2020-05-12
Woonsocket,434,,,,2020-05-12
Barrington,34,,,,2020-05-13
Bristol,94,,,,2020-05-13
Burrillville,79,,,,2020-05-13
Central Falls,668,,,,2020-05-13
Charlestown,17,,,,2020-05-13
Coventry,134,,,,2020-05-13
Cranston,685,,,,2020-05-13
Cumberland,238,,,,2020-05-13
East Greenwich,59,,,,2020-05-13
East Providence,580,,,,2020-05-13
Exeter,32,,,,2020-05-13
Foster,12,,,,2020-05-13
Glocester,31,,,,2020-05-13
Hopkinton,12,,,,2020-05-13
Jamestown,8,,,,2020-05-13
Johnston,232,,,,2020-05-13
Lincoln,127,,,,2020-05-13
Little Compton,12,,,,2020-05-13
Middletown,33,,,,2020-05-13
Narragansett,36,,,,2020-05-13
New Shoreham,1,,,,2020-05-13
Newport,50,,,,2020-05-13
North Kingstown,177,,,,2020-05-13
North Providence,608,,,,2020-05-13
North Smithfield,70,,,,2020-05-13
Pawtucket,1165,,,,2020-05-13
Pending further information,968,,,,2020-05-13
Portsmouth,29,,,,2020-05-13
Providence,3913,,,,2020-05-13
Richmond,16,,,,2020-05-13
Scituate,27,,,,2020-05-13
Smithfield,223,,,,2020-05-13
South Kingstown,87,,,,2020-05-13
TOTAL,"11,757",,,,2020-05-13
Tiverton,65,,,,2020-05-13
Warren,44,,,,2020-05-13
Warwick,461,,,,2020-05-13
West Greenwich,21,,,,2020-05-13
West Warwick,208,,,,2020-05-13
Westerly,47,,,,2020-05-13
Woonsocket,454,,,,2020-05-13
Barrington,41,,,,2020-05-20
Bristol,101,,,,2020-05-20
Burrillville,80,,,,2020-05-20
Central Falls,734,,,,2020-05-20
Charlestown,16,,,,2020-05-20
