school,lea,type,new_student_cases_low,new_student_cases_high,new_student_cases_avg,total_student_cases_low,total_student_cases_high,total_student_cases_avg,new_staff_cases_low,new_staff_cases_high,new_staff_cases_avg,total_staff_cases_low,total_staff_cases_high,total_staff_cases_avg,date
St. Teresa School,Catholic Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-27
St. Thomas Regional School,Catholic Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
The Prout School,Catholic Schools,in person,0,0,0.0,20,24,22.0,0,0,0.0,0,0,0.0,2021-01-27
Captain G. Harold Hunt Elementary School,Central Falls,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-27
Central Falls Senior High School,Central Falls,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Dr. Earl F. Calcutt Middle School,Central Falls,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Ella Risk School,Central Falls,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-01-27
Progreso Latino Excellence Academy,Central Falls,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Raices Dual Language Academy at Margaret I. Robertson School,Central Falls,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Veterans Memorial Elementary,Central Falls,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Charette Charter School,Charette Charter,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Ashaway Elementary School,Chariho,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-01-27
Chariho Alternative Learning Academy,Chariho,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Chariho Regional High School,Chariho,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-01-27
Chariho Regional Middle School,Chariho,in person,0,0,0.0,30,34,32.0,0,0,0.0,10,14,12.0,2021-01-27
Charlestown Elementary School,Chariho,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Hope Valley Elementary School,Chariho,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Hope Valley Elementary School Annex,Chariho,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Richmond Elementary School,Chariho,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Alan Shawn Feinstein Middle School Of Coventry,Coventry,in person,5,9,7.0,25,29,27.0,0,0,0.0,10,14,12.0,2021-01-27
Blackrock School,Coventry,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Coventry High School,Coventry,in person,10,14,12.0,45,49,47.0,0,0,0.0,5,9,7.0,2021-01-27
Hopkins Hill School,Coventry,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-27
The Regional Career and Technical Center at Coventry HS,Coventry,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Tiogue School,Coventry,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-27
Washington Oak School,Coventry,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-27
Western Coventry School,Coventry,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-27
Alternative Education Program,Cranston,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Arlington School,Cranston,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Cranston Early Learning Center,Cranston,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Cranston High School East,Cranston,in person,0,0,0.0,15,19,17.0,0,0,0.0,10,14,12.0,2021-01-27
Cranston High School West,Cranston,in person,0,0,0.0,25,29,27.0,0,0,0.0,10,14,12.0,2021-01-27
Daniel D. Waterman School,Cranston,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Eden Park School,Cranston,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Edgewood Highland School,Cranston,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Edward S. Rhodes School,Cranston,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Garden City School,Cranston,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-27
George J. Peters School,Cranston,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-27
Gladstone Street School,Cranston,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Glen Hills School,Cranston,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Hope Highlands Middle School,Cranston,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-27
Hugh B. Bain Middle School,Cranston,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-01-27
NEL/CPS Construction Career Academy,Cranston,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Oak Lawn School,Cranston,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Orchard Farms Elementary School,Cranston,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-27
Park View Middle School,Cranston,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-01-27
Sanders Academy,Cranston,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Stadium Elementary School,Cranston,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-27
Stone Hill School,Cranston,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Western Hills Middle School,Cranston,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-01-27
William R. Dutemple School,Cranston,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Woodridge School,Cranston,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Ashton School,Cumberland,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
B.F. Norton Elementary School,Cumberland,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-27
Community School,Cumberland,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-01-27
Cumberland High School,Cumberland,in person,0,0,0.0,25,29,27.0,0,0,0.0,10,14,12.0,2021-01-27
Garvin Memorial School,Cumberland,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-27
John J. McLaughlin Cumberland Hill School,Cumberland,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-01-27
Joseph L. McCourt Middle School,Cumberland,in person,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-01-27
North Cumberland Middle School,Cumberland,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-27
Ocean Tides School,DCYF,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Wm. M. Davies Jr. Career-Technical High School,Davies Career and Tech,in person,0,0,0.0,50,54,52.0,0,0,0.0,5,9,7.0,2021-01-27
East Bay Educational Collaborative,East Bay Educational Collaborative,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Archie R. Cole Middle School,East Greenwich,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-01-27
East Greenwich High School,East Greenwich,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-01-27
Frenchtown School,East Greenwich,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
George Hanaford School,East Greenwich,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
James H. Eldredge El. School,East Greenwich,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Meadowbrook Farms School,East Greenwich,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Agnes B. Hennessey School,East Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Alice M. Waddington School,East Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
East Providence High School,East Providence,in person,0,0,0.0,25,29,27.0,0,0,0.0,25,29,27.0,2021-01-27
Edward R. Martin Middle School,East Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-27
Edward R. Martin Middle School Annex,East Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Emma G. Whiteknact School,East Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-01-27
James R. D. Oldham School,East Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Kent Heights School,East Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Myron J. Francis Elementary School,East Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Orlo Avenue School,East Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Riverside Middle School,East Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-27
Silver Spring School,East Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
T&E Furtado dba Oliver Day School,East Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Exeter-West Greenwich Regional High School,Exeter-West Greenwich,in person,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-01-27
Exeter-West Greenwich Regional Junior High,Exeter-West Greenwich,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Metcalf School,Exeter-West Greenwich,in person,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-01-27
Mildred E. Lineham School,Exeter-West Greenwich,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Wawaloam School,Exeter-West Greenwich,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Captain Isaac Paine Elementary School,Foster,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Ponaganset High School,Foster-Glocester,in person,0,0,0.0,20,24,22.0,0,0,0.0,10,14,12.0,2021-01-27
Ponaganset Middle School,Foster-Glocester,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-27
Fogarty Memorial School,Glocester,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-01-27
West Glocester Elementary,Glocester,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Highlander Elementary Charter School,Highlander,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Highlander Secondary Charter School,Highlander,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
International Charter School,International Charter,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-27
Jamestown School-Lawn,Jamestown,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Jamestown School-Melrose,Jamestown,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Brown Avenue School,Johnston,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Early Childhood Center,Johnston,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Graniteville School,Johnston,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Johnston Senior High School,Johnston,in person,0,0,0.0,20,24,22.0,0,0,0.0,10,14,12.0,2021-01-27
Nicholas A. Ferri Middle School,Johnston,in person,0,0,0.0,25,29,27.0,0,0,0.0,5,9,7.0,2021-01-27
Sarah Dyer Barnes School,Johnston,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Thornton School,Johnston,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Winsor Hill School,Johnston,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-27
Kingston Hill Academy,Kingston Hill Academy,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
The Learning Community Charter School,Learning Community,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Lincoln Central Elementary School,Lincoln,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-27
Lincoln Middle School,Lincoln,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-01-27
Lincoln Senior High School,Lincoln,in person,0,0,0.0,35,39,37.0,0,0,0.0,10,14,12.0,2021-01-27
Lonsdale Elementary School,Lincoln,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-27
Northern Lincoln Elementary School,Lincoln,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-27
Saylesville Elementary School,Lincoln,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Wilbur and McMahon Schools,Little Compton,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Metropolitan Regional Career and Technical Center,MET Career and Tech,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Aquidneck School,Middletown,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Forest Avenue School,Middletown,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Joseph H. Gaudet Learning Academy,Middletown,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Joseph H. Gaudet Middle School,Middletown,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-27
Middletown High School,Middletown,in person,0,0,0.0,20,24,22.0,0,0,0.0,0,0,0.0,2021-01-27
Narragansett Elementary School,Narragansett,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-27
Narragansett High School,Narragansett,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-27
Narragansett Pier School,Narragansett,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Block Island School,New Shoreham,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Claiborne Pell Elementary School,Newport,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Frank E. Thompson Middle School,Newport,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Rogers High School,Newport,in person,5,9,7.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-01-27
The Pell Annex @ John F. Kennedy School,Newport,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Davisville Academy,North Kingstown,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Davisville Middle School,North Kingstown,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-01-27
Fishing Cove Elementary School,North Kingstown,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-01-27
Forest Park Elementary School,North Kingstown,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-27
Hamilton Elementary School,North Kingstown,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
North Kingstown Senior High School,North Kingstown,in person,0,0,0.0,45,49,47.0,0,0,0.0,10,14,12.0,2021-01-27
Stony Lane Elementary School,North Kingstown,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Suzanne M. Henseler Quidnessett Elementary School,North Kingstown,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Wickford Middle School,North Kingstown,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Birchwood Middle School,North Providence,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-01-27
Centredale School,North Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Dr. Edward A. Ricci Middle School,North Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-27
Dr. Joseph A Whelan Elementary School,North Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Greystone School,North Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-27
James L. McGuire School,North Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-27
North Providence High School,North Providence,in person,0,0,0.0,30,34,32.0,0,0,0.0,10,14,12.0,2021-01-27
Stephen Olney School,North Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-27
North Smithfield Elementary School,North Smithfield,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-27
North Smithfield High School,North Smithfield,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-01-27
North Smithfield Middle School,North Smithfield,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Northern RI Collaborative,Northern RI Collaborative,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Paul Cuffee Lower School,Paul Cuffee Charter Sch,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-27
Paul Cuffee Middle School,Paul Cuffee Charter Sch,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Paul Cuffee Upper School,Paul Cuffee Charter Sch,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Agnes E. Little School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Charles E. Shea High School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Curvin-McCabe School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Elizabeth Baldwin School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Fallon Memorial School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Flora S. Curtis Memorial School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Francis J. Varieur School,Pawtucket,in person,0,0,0.0,5,9,7.0,0,0,0.0,10,14,12.0,2021-01-27
Henry J. Winters School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Jacqueline M. Walsh School for the Performing and Visual Arts,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Joseph Jenks Middle School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-01-27
Lyman B. Goff Middle School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Nathanael Greene Elementary School (Pawtucket),Pawtucket,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-27
Potter-Burns School,Pawtucket,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-27
Providence Autism School to Tomorrow Academy,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Samuel Slater Middle School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
William E Tolman Senior High School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Howard Hathaway School,Portsmouth,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Melville Elementary School,Portsmouth,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-27
Portsmouth High School,Portsmouth,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-01-27
Portsmouth Middle School,Portsmouth,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-27
Academy For Little Children,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Action Based Enterprises,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Barrington Christian Academy,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-27
Block Island Early Learning Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Bradley School North,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Bradley School Providence,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Bradley School-South,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Brown Fox Point Early Childhood Ed. Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
"CHILD, Inc., Draper Avenue Center",Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
"CHILD, Inc.- Payan Street",Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Cadence Academy Preschool,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Calvary Christian Preschool,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Center for Individualized Training and Ed.,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Children's Friend @ Dorcas International,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Community Preparatory School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Cornerstone School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Cranston Child Development Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Day Spring Christian Academy,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
East Bay Community Action Program Head Start @ John Chafee Blvd,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Greenwich Village Nursery and Kindergarten,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Groden Center South,Private Schools,in person,0,0,0.0,5,9,7.0,5,9,7.0,5,9,7.0,2021-01-27
Harmony Hill School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-27
Henry Barnard School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
High Road School of Providence,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Islamic School of RI,Private Schools,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-01-27
Jewish Community Day School of Rhode Island,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Lifespan School Solutions,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Lincoln School,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-27
Meadowbrook Waldorf School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Meadowridge School-Justice Resource,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Meeting Street School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-27
Middlebridge School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Montessori Centre of Barrington,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Montessori Children's House,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Moses Brown School,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-27
Mount Pleasant Academy,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Ocean State Academy,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-01-27
Ocean State Montessori School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Pathways Strategic Teaching Center(Coventry),Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-01-27
Pathways Strategic Teaching Center(Warwick),Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-27
Portsmouth Abbey School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-01-27
Providence Country Day School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Providence Hebrew Day/N.E. Academy of Torah,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Quest Montessori School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
READS Collaborative,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Rocky Hill School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
Roger Williams Day Care Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Sakonnet Early Learning Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
San Miguel School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Sargent Rehabilitation Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
School One,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Sophia Academy,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Southcoast Educational Collaborative,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
St. Andrew's School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-27
St. George's School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-27
St. Mary's Home for Children/George N. Hunt Campus School,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-27
St. Michael's Country Day School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
St. Patrick's School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
Swansea Wood School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-27
The Bradley School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-27
